area,session,object,event,start_bin,stop_bin,center_time_s,acc,auc,n_pcs_used
AIP,MonkeyA_Session01,Object2,Event3,47,52,0.18999999999999995,0.379,0.3316666666666667,8
AIP,MonkeyA_Session01,Object2,Event3,48,53,0.20999999999999996,0.58,0.5850000000000001,8
AIP,MonkeyA_Session01,Object2,Event3,49,54,0.22999999999999998,0.446,0.41833333333333333,8
AIP,MonkeyA_Session01,Object2,Event3,50,55,0.25,0.545,0.5741666666666666,8
AIP,MonkeyA_Session01,Object2,Event3,51,56,0.27,0.5379999999999999,0.5825,8
AIP,MonkeyA_Session01,Object2,Event3,52,57,0.29000000000000004,0.517,0.65,8
AIP,MonkeyA_Session01,Object2,Event3,53,58,0.31000000000000005,0.6000000000000001,0.5966666666666667,8
AIP,MonkeyA_Session01,Object2,Event3,54,59,0.33000000000000007,0.7360000000000001,0.8266666666666667,8
AIP,MonkeyA_Session01,Object2,Event3,55,60,0.3500000000000001,0.639,0.6316666666666667,8
AIP,MonkeyA_Session01,Object2,Event3,56,61,0.3699999999999999,0.706,0.7833333333333333,8
AIP,MonkeyA_Session01,Object2,Event3,57,62,0.3899999999999999,0.523,0.4716666666666666,8
AIP,MonkeyA_Session01,Object2,Event3,58,63,0.4099999999999999,0.687,0.6716666666666667,8
AIP,MonkeyA_Session01,Object2,Event3,59,64,0.42999999999999994,0.571,0.5883333333333333,8
AIP,MonkeyA_Session01,Object2,Event3,60,65,0.44999999999999996,0.5320000000000001,0.5483333333333333,8
AIP,MonkeyA_Session01,Object2,Event3,61,66,0.47,0.435,0.3950000000000001,8
AIP,MonkeyA_Session01,Object2,Event3,62,67,0.49,0.469,0.4716666666666666,8
AIP,MonkeyA_Session01,Object2,Event3,63,68,0.51,0.507,0.5016666666666666,8
AIP,MonkeyA_Session01,Object2,Event3,64,69,0.53,0.56,0.565,8
AIP,MonkeyA_Session01,Object2,Event3,65,70,0.55,0.5990000000000001,0.5766666666666667,8
AIP,MonkeyA_Session01,Object3,Event1,0,5,-0.15000000000000002,0.43799999999999994,0.4533333333333333,8
AIP,MonkeyA_Session01,Object3,Event1,1,6,-0.13,0.439,0.45,8
AIP,MonkeyA_Session01,Object3,Event1,2,7,-0.11000000000000001,0.4139999999999999,0.41833333333333333,8
AIP,MonkeyA_Session01,Object3,Event1,3,8,-0.09000000000000001,0.503,0.5358333333333334,8
AIP,MonkeyA_Session01,Object3,Event1,4,9,-0.07,0.48200000000000004,0.48999999999999994,8
AIP,MonkeyA_Session01,Object3,Event1,5,10,-0.05000000000000002,0.433,0.395,8
AIP,MonkeyA_Session01,Object3,Event1,6,11,-0.03,0.4330000000000001,0.42166666666666663,8
AIP,MonkeyA_Session01,Object3,Event1,7,12,-0.010000000000000009,0.42699999999999994,0.5016666666666666,8
AIP,MonkeyA_Session01,Object3,Event1,8,13,0.009999999999999981,0.412,0.46833333333333327,8
AIP,MonkeyA_Session01,Object3,Event1,9,14,0.03,0.579,0.585,8
AIP,MonkeyA_Session01,Object3,Event1,10,15,0.04999999999999999,0.5539999999999999,0.615,8
AIP,MonkeyA_Session01,Object3,Event1,11,16,0.07,0.5710000000000001,0.5783333333333334,8
AIP,MonkeyA_Session01,Object3,Event1,12,17,0.08999999999999997,0.444,0.41166666666666674,8
AIP,MonkeyA_Session01,Object3,Event1,13,18,0.10999999999999999,0.501,0.4516666666666667,8
AIP,MonkeyA_Session01,Object3,Event1,14,19,0.13,0.63,0.6283333333333334,8
AIP,MonkeyA_Session01,Object3,Event1,15,20,0.15000000000000002,0.602,0.6416666666666666,8
AIP,MonkeyA_Session01,Object3,Event1,16,21,0.16999999999999998,0.5650000000000001,0.485,8
AIP,MonkeyA_Session01,Object3,Event1,17,22,0.19,0.603,0.6116666666666667,8
AIP,MonkeyA_Session01,Object3,Event1,18,23,0.21000000000000002,0.606,0.6416666666666667,8
AIP,MonkeyA_Session01,Object3,Event1,19,24,0.22999999999999998,0.6360000000000001,0.5933333333333333,8
AIP,MonkeyA_Session01,Object3,Event1,20,25,0.25,0.6409999999999999,0.6266666666666666,8
AIP,MonkeyA_Session01,Object3,Event1,21,26,0.27,0.615,0.6566666666666667,8
AIP,MonkeyA_Session01,Object3,Event1,22,27,0.29,0.622,0.655,8
AIP,MonkeyA_Session01,Object3,Event1,23,28,0.31,0.56,0.5483333333333333,8
AIP,MonkeyA_Session01,Object3,Event1,24,29,0.33,0.512,0.5033333333333334,8
AIP,MonkeyA_Session01,Object3,Event1,25,30,0.35000000000000003,0.562,0.5816666666666667,8
AIP,MonkeyA_Session01,Object3,Event1,26,31,0.37000000000000005,0.6839999999999999,0.735,8
AIP,MonkeyA_Session01,Object3,Event1,27,32,0.38999999999999996,0.7649999999999999,0.7616666666666667,8
AIP,MonkeyA_Session01,Object3,Event1,28,33,0.41,0.5990000000000001,0.5883333333333333,8
AIP,MonkeyA_Session01,Object3,Event1,29,34,0.43,0.504,0.5233333333333333,8
AIP,MonkeyA_Session01,Object3,Event1,30,35,0.45,0.3939999999999999,0.36333333333333334,8
AIP,MonkeyA_Session01,Object3,Event1,31,36,0.47000000000000003,0.385,0.3549999999999999,8
AIP,MonkeyA_Session01,Object3,Event1,32,37,0.49000000000000005,0.46299999999999997,0.435,8
AIP,MonkeyA_Session01,Object3,Event1,33,38,0.51,0.559,0.5299999999999999,8
AIP,MonkeyA_Session01,Object3,Event1,34,39,0.53,0.5209999999999999,0.5533333333333335,8
AIP,MonkeyA_Session01,Object3,Event1,35,40,0.55,0.502,0.5099999999999999,8
AIP,MonkeyA_Session01,Object3,Event1,36,41,0.5700000000000001,0.5840000000000001,0.6433333333333334,8
AIP,MonkeyA_Session01,Object3,Event1,37,42,0.5900000000000001,0.48200000000000004,0.4916666666666667,8
AIP,MonkeyA_Session01,Object3,Event1,38,43,0.6100000000000001,0.58,0.6383333333333333,8
AIP,MonkeyA_Session01,Object3,Event1,39,44,0.6300000000000001,0.5559999999999999,0.6,8
AIP,MonkeyA_Session01,Object3,Event1,40,45,0.6499999999999999,0.508,0.555,8
AIP,MonkeyA_Session01,Object3,Event1,41,46,0.6699999999999999,0.38799999999999996,0.2783333333333334,8
AIP,MonkeyA_Session01,Object3,Event1,42,47,0.69,0.49200000000000005,0.5316666666666666,8
AIP,MonkeyA_Session01,Object3,Event1,43,48,0.71,0.4489999999999999,0.4016666666666666,8
AIP,MonkeyA_Session01,Object3,Event1,44,49,0.73,0.42100000000000004,0.38666666666666666,8
AIP,MonkeyA_Session01,Object3,Event1,45,50,0.75,0.463,0.4650000000000001,8
AIP,MonkeyA_Session01,Object3,Event3,0,5,-0.75,0.6040000000000001,0.5708333333333333,8
AIP,MonkeyA_Session01,Object3,Event3,1,6,-0.73,0.47,0.48,8
AIP,MonkeyA_Session01,Object3,Event3,2,7,-0.7100000000000001,0.6040000000000001,0.6383333333333333,8
AIP,MonkeyA_Session01,Object3,Event3,3,8,-0.6900000000000001,0.409,0.4033333333333334,8
